Life expectancy at birth (cohort, 1x1) 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName    Year       Female    Male     Total
DNK        1915        67.85    61.53    64.64
DNK        1916        68.19    61.57    64.82
DNK        1917        69.36    62.82    66.05
DNK        1918        68.97    62.84    65.85
DNK        1919        69.43    63.17    66.24
DNK        1920        69.83    63.58    66.68
DNK        1921        70.75    63.91    67.29
DNK        1922        69.97    63.51    66.68
DNK        1923        70.60    63.86    67.18
DNK        1924        70.89    64.25    67.52
DNK        1925        70.88    64.52    67.67
DNK        1926        71.01    64.63    67.78
DNK        1927        71.18    65.28    68.18
DNK        1928        71.41    65.40    68.34
DNK        1929        71.58    65.51    68.49
DNK        1930        71.48    65.62    68.51
DNK        1931        72.56    66.66    69.55
DNK        1932        72.63    66.77    69.66
DNK        1933        73.76    67.88    70.75
ESP        1908        51.30    45.62    48.43
ESP        1909        48.61    42.99    45.74
ESP        1910        48.86    42.23    45.57
ESP        1911        52.66    46.52    49.59
ESP        1912        54.09    47.61    50.89
ESP        1913        53.33    46.86    50.12
ESP        1914        53.86    47.07    50.51
ESP        1915        53.85    46.92    50.42
ESP        1916        54.03    47.05    50.58
ESP        1917        53.80    46.60    50.25
ESP        1918        53.25    46.41    49.89
ESP        1919        54.65    47.81    51.22
ESP        1920        53.14    45.92    49.51
ESP        1921        58.03    51.60    54.74
ESP        1922        59.31    52.87    56.05
ESP        1923        59.90    53.28    56.52
ESP        1924        61.11    54.33    57.66
ESP        1925        61.92    55.26    58.54
ESP        1926        63.07    56.32    59.63
ESP        1927        63.68    56.86    60.21
ESP        1928        64.40    57.80    61.04
ESP        1929        63.82    56.90    60.29
ESP        1930        63.66    56.42    59.97
ESP        1931        66.43    59.35    62.81
ESP        1932        67.36    60.21    63.71
FIN        1878        44.91    40.13    42.49
FIN        1879        44.70    39.54    42.11
FIN        1880        43.98    38.66    41.30
FIN        1881        44.59    39.66    42.11
FIN        1882        45.73    40.15    42.92
FIN        1883        46.20    40.65    43.42
FIN        1884        45.61    40.32    42.97
FIN        1885        46.38    41.18    43.79
FIN        1886        47.47    41.58    44.52
FIN        1887        46.97    41.02    43.99
FIN        1888        46.69    40.94    43.83
FIN        1889        47.09    40.98    44.01
FIN        1890        47.53    41.13    44.30
FIN        1891        47.66    41.33    44.48
FIN        1892        48.65    42.35    45.48
FIN        1893        50.25    43.62    46.90
FIN        1894        50.74    43.52    47.10
FIN        1895        50.04    42.90    46.42
FIN        1896        49.84    42.04    45.89
FIN        1897        50.05    42.27    46.09
FIN        1898        49.92    41.99    45.91
FIN        1899        50.08    42.06    46.01
FIN        1900        50.72    42.96    46.76
FIN        1901        51.87    44.01    47.86
FIN        1902        53.05    45.05    48.98
FIN        1903        53.61    45.56    49.48
FIN        1904        53.70    45.18    49.35
FIN        1905        54.22    45.87    49.98
FIN        1906        55.58    46.59    50.99
FIN        1907        56.15    46.97    51.45
FIN        1908        56.50    47.03    51.63
FIN        1909        56.67    47.49    51.96
FIN        1910        57.08    47.63    52.24
FIN        1911        58.31    47.73    52.82
FIN        1912        58.37    47.65    52.85
FIN        1913        58.58    47.31    52.77
FIN        1914        58.88    47.47    53.03
FIN        1915        58.98    46.99    52.83
FIN        1916        58.92    46.57    52.60
FIN        1917        59.99    46.81    53.20
FIN        1918        60.24    46.89    53.38
FIN        1919        63.77    50.35    56.85
FIN        1920        64.46    50.23    57.16
FIN        1921        65.19    51.15    58.01
FIN        1922        65.29    51.31    58.12
FIN        1923        66.09    52.80    59.23
FIN        1924        67.53    55.19    61.16
FIN        1925        68.41    57.08    62.57
FIN        1926        67.99    57.98    62.81
FIN        1927        68.93    58.69    63.62
FIN        1928        69.22    59.39    64.12
FIN        1929        71.08    60.61    65.67
FIN        1930        71.93    61.88    66.72
FIN        1931        72.41    63.19    67.59
FIN        1932        72.59    63.73    68.02
FIN        1933        72.98    64.45    68.57
FRACNP     1816        39.83    37.61    38.69
FRACNP     1817        39.71    37.42    38.53
FRACNP     1818        39.98    37.58    38.74
FRACNP     1819        39.55    37.12    38.30
FRACNP     1820        40.90    38.65    39.74
FRACNP     1821        39.31    37.08    38.16
FRACNP     1822        39.07    37.03    38.02
FRACNP     1823        39.19    37.18    38.16
FRACNP     1824        38.86    36.85    37.82
FRACNP     1825        40.11    38.35    39.21
FRACNP     1826        39.25    37.20    38.20
FRACNP     1827        39.63    37.38    38.47
FRACNP     1828        39.89    37.51    38.67
FRACNP     1829        40.36    37.87    39.08
FRACNP     1830        41.29    39.01    40.12
FRACNP     1831        40.00    37.61    38.76
FRACNP     1832        40.52    38.02    39.23
FRACNP     1833        39.98    37.35    38.62
FRACNP     1834        40.18    37.59    38.85
FRACNP     1835        41.96    39.72    40.81
FRACNP     1836        41.38    39.06    40.19
FRACNP     1837        41.50    39.38    40.41
FRACNP     1838        41.66    39.60    40.61
FRACNP     1839        42.00    39.80    40.87
FRACNP     1840        43.07    40.98    42.00
FRACNP     1841        42.12    39.82    40.94
FRACNP     1842        42.29    39.91    41.07
FRACNP     1843        42.49    40.12    41.27
FRACNP     1844        43.03    40.36    41.67
FRACNP     1845        43.19    40.51    41.82
FRACNP     1846        42.08    38.96    40.48
FRACNP     1847        42.25    38.99    40.58
FRACNP     1848        42.34    38.65    40.47
FRACNP     1849        42.13    38.74    40.39
FRACNP     1850        43.79    40.46    42.09
FRACNP     1851        42.90    39.36    41.08
FRACNP     1852        43.30    39.78    41.50
FRACNP     1853        42.88    39.53    41.15
FRACNP     1854        42.53    39.09    40.77
FRACNP     1855        43.99    40.72    42.31
FRACNP     1856        42.58    39.39    40.95
FRACNP     1857        42.42    39.19    40.77
FRACNP     1858        42.17    38.82    40.46
FRACNP     1859        42.86    39.69    41.23
FRACNP     1860        45.75    42.45    44.07
FRACNP     1861        43.85    40.41    42.08
FRACNP     1862        44.36    40.78    42.53
FRACNP     1863        43.83    40.26    42.01
FRACNP     1864        43.69    40.13    41.87
FRACNP     1865        45.15    41.81    43.45
FRACNP     1866        45.26    41.27    43.22
FRACNP     1867        44.45    40.09    42.22
FRACNP     1868        44.52    39.71    42.09
FRACNP     1869        44.16    39.01    41.63
FRACNP     1870        44.86    39.94    42.46
FRACNP     1871        44.83    40.21    42.65
FRACNP     1872        46.15    41.32    43.95
FRACNP     1873        46.62    41.86    44.47
FRACNP     1874        47.33    42.32    45.07
FRACNP     1875        48.59    43.79    46.42
FRACNP     1876        48.05    42.59    45.60
FRACNP     1877        48.09    42.35    45.57
FRACNP     1878        48.24    42.31    45.61
FRACNP     1879        47.87    42.02    45.29
FRACNP     1880        49.23    43.50    46.70
FRACNP     1881        48.61    42.24    45.78
FRACNP     1882        49.15    42.52    46.24
FRACNP     1883        49.05    42.55    46.18
FRACNP     1884        49.21    42.70    46.36
FRACNP     1885        51.03    44.23    48.07
FRACNP     1886        50.14    43.23    47.15
FRACNP     1887        50.43    43.19    47.32
FRACNP     1888        50.91    43.84    47.82
FRACNP     1889        50.95    43.66    47.80
FRACNP     1890        52.55    45.09    49.36
FRACNP     1891        51.47    43.52    48.14
FRACNP     1892        51.59    43.56    48.19
FRACNP     1893        52.66    44.33    49.17
FRACNP     1894        53.19    45.06    49.69
FRACNP     1895        54.69    46.56    51.22
FRACNP     1896        54.89    45.61    51.11
FRACNP     1897        54.49    44.39    50.65
FRACNP     1898        54.12    43.92    50.01
FRACNP     1899        54.78    45.63    50.66
FRACNP     1900        55.99    48.33    52.05
FRACNP     1901        57.01    49.55    53.16
FRACNP     1902        57.58    50.40    53.88
FRACNP     1903        57.79    50.44    54.01
FRACNP     1904        58.07    50.61    54.24
FRACNP     1905        58.92    51.44    55.08
FRACNP     1906        59.69    52.48    56.01
FRACNP     1907        60.23    52.77    56.43
FRACNP     1908        60.53    52.99    56.70
FRACNP     1909        61.76    54.02    57.84
FRACNP     1910        61.77    53.93    57.80
FRACNP     1911        60.64    52.87    56.72
FRACNP     1912        63.47    55.51    59.45
FRACNP     1913        63.38    55.66    59.50
FRACNP     1914        63.91    55.51    59.72
FRACNP     1915        63.42    55.09    59.28
FRACNP     1916        62.77    54.24    58.52
FRACNP     1917        63.25    53.92    58.74
FRACNP     1918        63.61    54.05    58.98
FRACNP     1919        65.00    55.55    60.32
FRACNP     1920        68.08    59.21    63.56
FRACNP     1921        68.15    59.11    63.57
FRACNP     1922        69.82    60.51    65.10
FRACNP     1923        69.86    60.32    65.02
FRACNP     1924        70.65    61.07    65.78
FRACNP     1925        70.99    61.45    66.10
FRACNP     1926        70.91    61.38    66.01
FRACNP     1927        71.92    62.61    67.14
FRACNP     1928        71.89    62.29    66.94
FRACNP     1929        72.66    63.31    67.84
FRACNP     1930        73.73    64.26    68.85
FRACNP     1931        74.49    64.99    69.60
FRACNP     1932        74.82    65.36    69.95
FRATNP     1816        39.83    37.61    38.69
FRATNP     1817        39.71    37.42    38.53
FRATNP     1818        39.98    37.58    38.74
FRATNP     1819        39.55    37.12    38.30
FRATNP     1820        40.90    38.65    39.74
FRATNP     1821        39.31    37.08    38.16
FRATNP     1822        39.07    37.03    38.02
FRATNP     1823        39.19    37.18    38.16
FRATNP     1824        38.86    36.85    37.82
FRATNP     1825        40.11    38.35    39.21
FRATNP     1826        39.25    37.20    38.20
FRATNP     1827        39.63    37.38    38.47
FRATNP     1828        39.89    37.51    38.67
FRATNP     1829        40.36    37.87    39.08
FRATNP     1830        41.29    39.01    40.12
FRATNP     1831        40.00    37.61    38.76
FRATNP     1832        40.52    38.02    39.23
FRATNP     1833        39.98    37.35    38.62
FRATNP     1834        40.18    37.59    38.85
FRATNP     1835        41.96    39.72    40.81
FRATNP     1836        41.38    39.06    40.19
FRATNP     1837        41.50    39.38    40.41
FRATNP     1838        41.66    39.60    40.61
FRATNP     1839        42.00    39.80    40.87
FRATNP     1840        43.07    40.97    42.00
FRATNP     1841        42.12    39.82    40.94
FRATNP     1842        42.29    39.91    41.07
FRATNP     1843        42.49    40.12    41.27
FRATNP     1844        43.03    40.36    41.67
FRATNP     1845        43.19    40.51    41.82
FRATNP     1846        42.08    38.96    40.48
FRATNP     1847        42.25    38.99    40.58
FRATNP     1848        42.34    38.65    40.47
FRATNP     1849        42.13    38.74    40.39
FRATNP     1850        43.79    40.46    42.09
FRATNP     1851        42.90    39.36    41.08
FRATNP     1852        43.30    39.78    41.50
FRATNP     1853        42.88    39.53    41.15
FRATNP     1854        42.53    39.09    40.77
FRATNP     1855        43.99    40.72    42.32
FRATNP     1856        42.58    39.39    40.95
FRATNP     1857        42.42    39.19    40.77
FRATNP     1858        42.17    38.82    40.46
FRATNP     1859        42.86    39.69    41.23
FRATNP     1860        45.74    42.45    44.06
FRATNP     1861        43.85    40.41    42.08
FRATNP     1862        44.36    40.78    42.53
FRATNP     1863        43.83    40.26    42.01
FRATNP     1864        43.69    40.13    41.87
FRATNP     1865        45.15    41.79    43.44
FRATNP     1866        45.26    41.27    43.22
FRATNP     1867        44.45    40.17    42.25
FRATNP     1868        44.52    39.87    42.13
FRATNP     1869        44.17    39.34    41.68
FRATNP     1870        44.86    40.18    42.47
FRATNP     1871        44.83    40.57    42.64
FRATNP     1872        46.15    41.95    43.99
FRATNP     1873        46.62    42.24    44.37
FRATNP     1874        47.33    42.64    44.91
FRATNP     1875        48.59    43.93    46.21
FRATNP     1876        48.05    42.75    45.33
FRATNP     1877        48.09    42.42    45.17
FRATNP     1878        48.24    41.93    45.01
FRATNP     1879        47.87    41.30    44.49
FRATNP     1880        49.23    41.84    45.49
FRATNP     1881        48.60    40.25    44.28
FRATNP     1882        49.13    40.15    44.53
FRATNP     1883        49.03    39.88    44.31
FRATNP     1884        49.19    39.81    44.39
FRATNP     1885        51.01    41.18    45.97
FRATNP     1886        50.12    39.98    44.96
FRATNP     1887        50.40    39.59    44.89
FRATNP     1888        50.88    39.56    45.09
FRATNP     1889        50.92    38.97    44.76
FRATNP     1890        52.52    39.65    45.99
FRATNP     1891        51.43    38.18    44.60
FRATNP     1892        51.56    37.15    44.12
FRATNP     1893        52.62    38.69    45.44
FRATNP     1894        53.14    37.52    45.02
FRATNP     1895        54.64    38.69    46.31
FRATNP     1896        54.83    39.74    46.83
FRATNP     1897        54.42    43.96    49.06
FRATNP     1898        54.04    44.17    48.96
FRATNP     1899        54.69    46.73    50.58
FRATNP     1900        55.89    48.12    51.87
FRATNP     1901        56.89    49.23    52.92
FRATNP     1902        57.45    50.00    53.59
FRATNP     1903        57.64    50.02    53.70
FRATNP     1904        57.92    50.09    53.87
FRATNP     1905        58.75    50.90    54.68
FRATNP     1906        59.49    51.85    55.55
FRATNP     1907        60.01    52.07    55.91
FRATNP     1908        60.30    52.26    56.16
FRATNP     1909        61.52    53.21    57.24
FRATNP     1910        61.52    53.05    57.16
FRATNP     1911        60.38    51.90    56.02
FRATNP     1912        63.20    54.57    58.76
FRATNP     1913        62.98    54.36    58.55
FRATNP     1914        63.50    54.12    58.69
FRATNP     1915        62.72    53.11    57.74
FRATNP     1916        61.88    52.00    56.76
FRATNP     1917        62.22    51.43    56.60
FRATNP     1918        62.66    51.74    56.95
FRATNP     1919        63.89    52.63    57.99
FRATNP     1920        67.24    57.26    62.08
FRATNP     1921        67.34    57.51    62.29
FRATNP     1922        69.03    59.14    63.95
FRATNP     1923        69.14    59.10    63.98
FRATNP     1924        70.14    60.12    65.00
FRATNP     1925        70.78    61.11    65.82
FRATNP     1926        70.78    61.27    65.90
FRATNP     1927        71.78    62.50    67.01
FRATNP     1928        71.75    62.17    66.81
FRATNP     1929        72.55    63.21    67.74
FRATNP     1930        73.63    64.17    68.75
FRATNP     1931        74.38    64.90    69.50
FRATNP     1932        74.71    65.26    69.84
GBR_SCO    1855        45.15    42.81    43.97
GBR_SCO    1856        44.30    42.11    43.20
GBR_SCO    1857        44.73    42.43    43.58
GBR_SCO    1858        45.20    42.66    43.93
GBR_SCO    1859        44.14    41.77    42.95
GBR_SCO    1860        44.08    41.36    42.71
GBR_SCO    1861        44.61    41.91    43.25
GBR_SCO    1862        45.21    42.48    43.83
GBR_SCO    1863        45.53    42.85    44.18
GBR_SCO    1864        45.61    42.98    44.29
GBR_SCO    1865        46.22    43.37    44.79
GBR_SCO    1866        46.36    43.78    45.06
GBR_SCO    1867        46.59    44.08    45.33
GBR_SCO    1868        46.52    44.02    45.26
GBR_SCO    1869        46.36    43.60    44.96
GBR_SCO    1870        46.34    43.68    45.00
GBR_SCO    1871        46.97    44.16    45.54
GBR_SCO    1872        47.92    45.10    46.48
GBR_SCO    1873        48.61    45.62    47.09
GBR_SCO    1874        48.75    45.68    47.19
GBR_SCO    1875        49.30    46.18    47.73
GBR_SCO    1876        49.81    46.77    48.29
GBR_SCO    1877        50.15    47.18    48.67
GBR_SCO    1878        50.68    47.60    49.14
GBR_SCO    1879        50.57    47.68    49.14
GBR_SCO    1880        50.93    47.79    49.38
GBR_SCO    1881        51.39    48.20    49.82
GBR_SCO    1882        51.83    48.43    50.17
GBR_SCO    1883        52.29    48.45    50.42
GBR_SCO    1884        52.30    48.35    50.37
GBR_SCO    1885        52.67    48.77    50.78
GBR_SCO    1886        52.64    48.65    50.71
GBR_SCO    1887        53.10    48.87    51.06
GBR_SCO    1888        53.29    48.85    51.15
GBR_SCO    1889        52.52    47.88    50.27
GBR_SCO    1890        52.72    48.06    50.47
GBR_SCO    1891        53.33    48.42    50.95
GBR_SCO    1892        54.12    49.22    51.76
GBR_SCO    1893        54.31    49.21    51.87
GBR_SCO    1894        55.05    49.66    52.46
GBR_SCO    1895        55.23    49.58    52.51
GBR_SCO    1896        55.21    49.45    52.44
GBR_SCO    1897        54.79    49.05    52.04
GBR_SCO    1898        55.31    49.40    52.46
GBR_SCO    1899        55.81    49.72    52.83
GBR_SCO    1900        56.47    50.21    53.37
GBR_SCO    1901        57.53    51.01    54.28
GBR_SCO    1902        58.29    51.76    55.03
GBR_SCO    1903        57.96    51.53    54.75
GBR_SCO    1904        58.38    51.80    55.09
GBR_SCO    1905        58.94    52.32    55.64
GBR_SCO    1906        58.97    52.64    55.82
GBR_SCO    1907        59.51    53.07    56.31
GBR_SCO    1908        59.81    53.22    56.53
GBR_SCO    1909        60.33    53.78    57.07
GBR_SCO    1910        60.34    53.86    57.13
GBR_SCO    1911        60.61    54.16    57.41
GBR_SCO    1912        60.59    53.89    57.26
GBR_SCO    1913        60.56    54.04    57.34
GBR_SCO    1914        59.82    53.42    56.68
GBR_SCO    1915        61.12    54.51    57.90
GBR_SCO    1916        61.47    54.79    58.26
GBR_SCO    1917        62.46    55.28    59.11
GBR_SCO    1918        61.38    53.60    57.90
GBR_SCO    1919        63.84    55.34    60.17
GBR_SCO    1920        62.96    54.62    59.25
GBR_SCO    1921        64.69    57.06    61.02
GBR_SCO    1922        65.02    57.88    61.50
GBR_SCO    1923        65.28    58.16    61.76
GBR_SCO    1924        65.52    58.48    62.00
GBR_SCO    1925        66.36    59.49    62.89
GBR_SCO    1926        66.71    60.16    63.41
GBR_SCO    1927        67.06    60.62    63.82
GBR_SCO    1928        67.20    60.93    64.03
GBR_SCO    1929        68.13    62.06    65.08
GBR_SCO    1930        68.31    62.33    65.31
GBR_SCO    1931        69.24    63.14    66.17
GBRCENW    1841        43.20    40.01    41.59
GBRCENW    1842        43.00    39.88    41.42
GBRCENW    1843        42.98    39.65    41.29
GBRCENW    1844        42.79    39.41    41.08
GBRCENW    1845        42.69    39.28    40.97
GBRCENW    1846        42.26    38.89    40.56
GBRCENW    1847        43.59    40.05    41.80
GBRCENW    1848        43.63    40.05    41.81
GBRCENW    1849        43.79    40.34    42.04
GBRCENW    1850        44.96    41.50    43.22
GBRCENW    1851        44.04    40.46    42.22
GBRCENW    1852        44.04    40.59    42.30
GBRCENW    1853        44.29    40.84    42.54
GBRCENW    1854        44.65    41.27    42.94
GBRCENW    1855        45.30    41.79    43.53
GBRCENW    1856        45.20    41.71    43.44
GBRCENW    1857        45.09    41.42    43.23
GBRCENW    1858        45.54    41.78    43.64
GBRCENW    1859        45.21    41.48    43.32
GBRCENW    1860        46.72    42.99    44.83
GBRCENW    1861        46.66    42.79    44.70
GBRCENW    1862        47.23    43.33    45.26
GBRCENW    1863        47.08    43.16    45.10
GBRCENW    1864        46.82    42.96    44.87
GBRCENW    1865        47.08    43.15    45.10
GBRCENW    1866        47.58    43.51    45.53
GBRCENW    1867        47.86    43.73    45.78
GBRCENW    1868        48.08    44.05    46.06
GBRCENW    1869        48.59    44.37    46.46
GBRCENW    1870        49.73    45.48    47.58
GBRCENW    1871        49.91    45.59    47.74
GBRCENW    1872        50.38    45.97    48.16
GBRCENW    1873        50.42    45.86    48.13
GBRCENW    1874        50.28    45.63    47.94
GBRCENW    1875        50.87    45.93    48.39
GBRCENW    1876        51.33    46.32    48.83
GBRCENW    1877        51.59    46.37    48.99
GBRCENW    1878        51.83    46.43    49.15
GBRCENW    1879        52.44    46.96    49.73
GBRCENW    1880        53.71    48.23    51.02
GBRCENW    1881        53.91    48.33    51.17
GBRCENW    1882        53.93    48.19    51.13
GBRCENW    1883        53.81    47.83    50.90
GBRCENW    1884        53.78    47.62    50.80
GBRCENW    1885        54.21    47.84    51.14
GBRCENW    1886        54.11    47.60    51.01
GBRCENW    1887        54.60    47.90    51.46
GBRCENW    1888        54.57    47.75    51.42
GBRCENW    1889        54.20    47.20    51.00
GBRCENW    1890        55.02    47.99    51.85
GBRCENW    1891        54.75    47.42    51.44
GBRCENW    1892        55.29    47.93    51.99
GBRCENW    1893        55.35    47.99    52.07
GBRCENW    1894        55.77    48.30    52.44
GBRCENW    1895        55.37    47.91    52.01
GBRCENW    1896        55.98    48.63    52.62
GBRCENW    1897        55.74    48.50    52.34
GBRCENW    1898        55.94    48.84    52.54
GBRCENW    1899        56.33    49.38    52.91
GBRCENW    1900        57.56    50.87    54.22
GBRCENW    1901        58.19    51.36    54.74
GBRCENW    1902        59.25    52.53    55.85
GBRCENW    1903        59.15    52.50    55.79
GBRCENW    1904        59.55    52.84    56.17
GBRCENW    1905        60.44    53.70    57.04
GBRCENW    1906        60.95    54.23    57.56
GBRCENW    1907        61.93    55.11    58.49
GBRCENW    1908        62.06    55.31    58.66
GBRCENW    1909        62.52    55.83    59.16
GBRCENW    1910        62.00    55.31    58.64
GBRCENW    1911        62.75    56.05    59.39
GBRCENW    1912        64.03    57.24    60.63
GBRCENW    1913        63.49    56.68    60.09
GBRCENW    1914        63.67    56.88    60.29
GBRCENW    1915        64.76    57.92    61.36
GBRCENW    1916        65.05    58.07    61.64
GBRCENW    1917        66.46    59.20    63.03
GBRCENW    1918        65.80    58.38    62.30
GBRCENW    1919        68.66    61.73    65.28
GBRCENW    1920        66.79    59.95    63.39
GBRCENW    1921        68.63    61.81    65.26
GBRCENW    1922        69.41    62.60    66.06
GBRCENW    1923        69.59    62.85    66.26
GBRCENW    1924        69.73    63.11    66.43
GBRCENW    1925        70.17    63.78    66.94
GBRCENW    1926        70.63    64.44    67.49
GBRCENW    1927        71.28    65.22    68.20
GBRCENW    1928        71.53    65.44    68.43
GBRCENW    1929        72.24    66.25    69.20
GBRCENW    1930        72.91    66.91    69.86
GBRCENW    1931        73.32    67.32    70.26
GBRTENW    1841        43.19    40.00    41.59
GBRTENW    1842        43.00    39.87    41.42
GBRTENW    1843        42.98    39.65    41.30
GBRTENW    1844        42.80    39.41    41.08
GBRTENW    1845        42.69    39.28    40.97
GBRTENW    1846        42.26    38.89    40.56
GBRTENW    1847        43.59    40.05    41.80
GBRTENW    1848        43.64    40.05    41.82
GBRTENW    1849        43.79    40.34    42.04
GBRTENW    1850        44.96    41.49    43.21
GBRTENW    1851        44.03    40.45    42.22
GBRTENW    1852        44.04    40.60    42.30
GBRTENW    1853        44.29    40.84    42.54
GBRTENW    1854        44.65    41.27    42.94
GBRTENW    1855        45.30    41.79    43.53
GBRTENW    1856        45.20    41.71    43.44
GBRTENW    1857        45.09    41.42    43.23
GBRTENW    1858        45.54    41.78    43.64
GBRTENW    1859        45.21    41.48    43.32
GBRTENW    1860        46.72    42.98    44.83
GBRTENW    1861        46.66    42.78    44.70
GBRTENW    1862        47.23    43.33    45.26
GBRTENW    1863        47.09    43.16    45.10
GBRTENW    1864        46.82    42.96    44.87
GBRTENW    1865        47.08    43.15    45.10
GBRTENW    1866        47.58    43.51    45.53
GBRTENW    1867        47.87    43.73    45.78
GBRTENW    1868        48.09    44.05    46.05
GBRTENW    1869        48.59    44.36    46.45
GBRTENW    1870        49.73    45.47    47.58
