Age-standardized death rates (period 5x10), 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName    Year          Female_1976      Male_1976      Total_1976      Female_2013      Male_2013      Total_2013
CZE      2020-2021        0.005859        0.010076        0.007674        0.011178        0.018165        0.014040
DEUTE    1956-1959        0.011356        0.014887        0.012824        0.020152        0.025271        0.022235
DEUTE    1960-1969        0.011003        0.014847        0.012626        0.020017        0.025714        0.022367
DEUTE    1970-1979        0.010117        0.014720        0.011891        0.018756        0.025736        0.021351
DEUTE    1980-1989        0.009364        0.014341        0.011234        0.017470        0.025216        0.020205
DEUTE    1990-1999        0.007108        0.012113        0.009082        0.013191        0.020990        0.015993
DEUTE    2000-2009        0.005283        0.009014        0.006826        0.009997        0.015897        0.012240
DEUTE    2010-2019        0.004597        0.007741        0.005982        0.008697        0.013676        0.010778
DEUTNP   1990-1999        0.006334        0.010683        0.008040        0.011818        0.018887        0.014360
DEUTNP   2000-2009        0.005178        0.008443        0.006538        0.009766        0.015131        0.011836
DEUTNP   2010-2019        0.004599        0.007187        0.005732        0.008669        0.012948        0.010458
DEUTW    1956-1959        0.011316        0.015188        0.013041        0.020176        0.025707        0.022598
DEUTW    1960-1969        0.010273        0.015010        0.012248        0.018550        0.025534        0.021382
DEUTW    1970-1979        0.009119        0.014378        0.011207        0.016603        0.024695        0.019667
DEUTW    1980-1989        0.007237        0.012139        0.009120        0.013403        0.021277        0.016229
DEUTW    1990-1999        0.006153        0.010357        0.007799        0.011502        0.018420        0.013989
DEUTW    2000-2009        0.005157        0.008365        0.006471        0.009715        0.015012        0.011742
DEUTW    2010-2019        0.004601        0.007054        0.005673        0.008662        0.012772        0.010381
DNK      1835-1839        0.025937        0.029440        0.027543        0.034823        0.039353        0.036825
DNK      1840-1849        0.025479        0.028869        0.027054        0.034640        0.039228        0.036679
DNK      1850-1859        0.024590        0.028119        0.026169        0.033995        0.038859        0.036073
DNK      1860-1869        0.023691        0.026929        0.025121        0.032899        0.037860        0.034973
DNK      1870-1879        0.022641        0.025814        0.023988        0.031825        0.036501        0.033717
DNK      1880-1889        0.021076        0.024165        0.022421        0.029703        0.034449        0.031682
DNK      1890-1899        0.020249        0.023737        0.021698        0.029427        0.034449        0.031415
DNK      1900-1909        0.017754        0.021120        0.019185        0.026878        0.031882        0.028901
DNK      1910-1919        0.016815        0.019009        0.017806        0.026063        0.029122        0.027389
DNK      1920-1929        0.015888        0.016932        0.016350        0.025571        0.027161        0.026236
DNK      1930-1939        0.014882        0.015999        0.015411        0.024597        0.026099        0.025285
DNK      1940-1949        0.012569        0.013932        0.013200        0.021530        0.023473        0.022402
DNK      1950-1959        0.010778        0.012336        0.011389        0.019303        0.021433        0.020103
DNK      1960-1969        0.009147        0.012436        0.010663        0.016649        0.021644        0.018911
DNK      1970-1979        0.007750        0.011912        0.009610        0.013887        0.020508        0.016752
DNK      1980-1989        0.007297        0.011645        0.009173        0.012931        0.020069        0.015873
DNK      1990-1999        0.007056        0.010802        0.008638        0.012586        0.018987        0.015142
DNK      2000-2009        0.006049        0.008869        0.007265        0.011022        0.015899        0.013005
DNK      2010-2019        0.004838        0.007008        0.005800        0.009000        0.012766        0.010593
DNK      2020-2024        0.004415        0.006451        0.005304        0.008319        0.011875        0.009838
ESP      1908-1909        0.025853        0.028772        0.027189        0.034866        0.039156        0.036725
ESP      1910-1919        0.026142        0.029619        0.027717        0.035438        0.040711        0.037718
ESP      1920-1929        0.022004        0.026442        0.023977        0.030577        0.037253        0.033412
ESP      1930-1939        0.018914        0.025396        0.021809        0.027403        0.036420        0.031237
ESP      1940-1949        0.015566        0.021754        0.018237        0.023437        0.032186        0.027031
ESP      1950-1959        0.011535        0.015496        0.013213        0.019102        0.025169        0.021541
ESP      1960-1969        0.009318        0.013325        0.011021        0.016347        0.022528        0.018848
ESP      1970-1979        0.007922        0.012030        0.009680        0.014498        0.020848        0.017091
ESP      1980-1989        0.006108        0.010078        0.007820        0.011441        0.017592        0.013967
ESP      1990-1999        0.005107        0.009120        0.006855        0.009662        0.015925        0.012256
ESP      2000-2009        0.004233        0.007633        0.005719        0.008106        0.013627        0.010406
ESP      2010-2019        0.003533        0.006180        0.004694        0.006756        0.011246        0.008646
ESP      2020-2023        0.003474        0.006016        0.004589        0.006618        0.011008        0.008474
EST      1960-1969        0.009590        0.015812        0.011787        0.017231        0.026153        0.020154
EST      1970-1979        0.009298        0.016100        0.011830        0.016750        0.026309        0.020027
EST      1980-1989        0.009164        0.016494        0.011918        0.016453        0.026817        0.020026
EST      1990-1999        0.009089        0.017615        0.012542        0.016092        0.027719        0.020455
EST      2000-2009        0.007110        0.014723        0.010158        0.012831        0.023600        0.016832
EST      2010-2019        0.005245        0.010793        0.007375        0.009690        0.018082        0.012680
FIN      1878-1879        0.026294        0.028488        0.026727        0.036570        0.039788        0.036979
FIN      1880-1889        0.025373        0.029133        0.026950        0.035526        0.041008        0.037657
FIN      1890-1899        0.023991        0.027589        0.025614        0.034557        0.039839        0.036794
FIN      1900-1909        0.022754        0.026780        0.024503        0.032738        0.038522        0.035112
FIN      1910-1919        0.022372        0.029142        0.025472        0.032876        0.041441        0.036652
FIN      1920-1929        0.019361        0.024616        0.021712        0.029185        0.036057        0.032146
FIN      1930-1939        0.017344        0.022808        0.019729        0.026968        0.033628        0.029786
FIN      1940-1949        0.015740        0.025972        0.020357        0.025634        0.037536        0.030832
FIN      1950-1959        0.012425        0.018224        0.014791        0.022139        0.030116        0.025239
FIN      1960-1969        0.011201        0.017239        0.013738        0.020652        0.028888        0.023968
FIN      1970-1979        0.008684        0.015543        0.011479        0.016108        0.026046        0.019937
FIN      1980-1989        0.006963        0.012837        0.009324        0.013052        0.021934        0.016385
FIN      1990-1999        0.006126        0.010967        0.008103        0.011607        0.019130        0.014458
FIN      2000-2009        0.004972        0.008710        0.006568        0.009375        0.015320        0.011740
FIN      2010-2019        0.004220        0.007075        0.005483        0.007978        0.012661        0.009936
FIN      2020-2024        0.004055        0.006639        0.005199        0.007670        0.011990        0.009507
FRACNP   1816-1819        0.027875        0.029013        0.028434        0.036760        0.037847        0.037289
FRACNP   1820-1829        0.027228        0.028250        0.027734        0.035880        0.036968        0.036411
FRACNP   1830-1839        0.028065        0.029291        0.028652        0.037362        0.038869        0.038073
FRACNP   1840-1849        0.026995        0.028477        0.027702        0.036537        0.038504        0.037452
FRACNP   1850-1859        0.027886        0.029461        0.028636        0.038013        0.040098        0.038967
FRACNP   1860-1869        0.026275        0.028003        0.027105        0.036119        0.038423        0.037193
FRACNP   1870-1879        0.026632        0.029769        0.028154        0.036800        0.040889        0.038726
FRACNP   1880-1889        0.024336        0.027559        0.025780        0.033770        0.038330        0.035740
FRACNP   1890-1899        0.024146        0.027858        0.025850        0.034739        0.039930        0.037029
FRACNP   1900-1909        0.022451        0.026956        0.024537        0.033035        0.039439        0.035888
FRACNP   1910-1919        0.021392        0.027321        0.023966        0.031852        0.039670        0.035170
FRACNP   1920-1929        0.018670        0.023448        0.020791        0.028740        0.035638        0.031668
FRACNP   1930-1939        0.016258        0.021907        0.018744        0.025708        0.033785        0.029116
FRACNP   1940-1949        0.014975        0.021037        0.017535        0.024425        0.033029        0.027893
FRACNP   1950-1959        0.010849        0.016191        0.013090        0.018850        0.026904        0.022038
FRACNP   1960-1969        0.008933        0.014697        0.011353        0.015982        0.024685        0.019398
FRACNP   1970-1979        0.007572        0.013292        0.009968        0.013729        0.022469        0.017150
FRACNP   1980-1989        0.006165        0.011497        0.008408        0.011347        0.019629        0.014603
FRACNP   1990-1999        0.004990        0.009543        0.006921        0.009180        0.016392        0.012046
FRACNP   2000-2009        0.004209        0.007842        0.005755        0.007738        0.013647        0.010106
FRACNP   2010-2019        0.003648        0.006495        0.004874        0.006657        0.011342        0.008578
FRACNP   2020-2023        0.003647        0.006339        0.004808        0.006660        0.011128        0.008519
FRATNP   1816-1819        0.027875        0.029013        0.028434        0.036760        0.037847        0.037289
FRATNP   1820-1829        0.027228        0.028250        0.027734        0.035880        0.036968        0.036411
FRATNP   1830-1839        0.028065        0.029291        0.028652        0.037362        0.038869        0.038073
FRATNP   1840-1849        0.026995        0.028477        0.027702        0.036537        0.038504        0.037452
FRATNP   1850-1859        0.027886        0.029461        0.028636        0.038013        0.040098        0.038967
FRATNP   1860-1869        0.026275        0.028003        0.027105        0.036119        0.038423        0.037193
FRATNP   1870-1879        0.026632        0.029769        0.028154        0.036800        0.040890        0.038726
FRATNP   1880-1889        0.024336        0.027559        0.025780        0.033770        0.038330        0.035740
FRATNP   1890-1899        0.024146        0.027858        0.025850        0.034739        0.039930        0.037029
FRATNP   1900-1909        0.022451        0.026956        0.024537        0.033035        0.039439        0.035888
FRATNP   1910-1919        0.021392        0.032609        0.026644        0.031852        0.044311        0.037532
FRATNP   1920-1929        0.018670        0.023442        0.020788        0.028740        0.035633        0.031666
FRATNP   1930-1939        0.016258        0.021908        0.018745        0.025708        0.033789        0.029117
FRATNP   1940-1949        0.015454        0.022574        0.018554        0.024858        0.034424        0.028814
FRATNP   1950-1959        0.010849        0.016191        0.013090        0.018850        0.026904        0.022038
FRATNP   1960-1969        0.008933        0.014697        0.011353        0.015982        0.024685        0.019398
FRATNP   1970-1979        0.007572        0.013292        0.009968        0.013729        0.022469        0.017150
FRATNP   1980-1989        0.006165        0.011497        0.008408        0.011347        0.019629        0.014603
FRATNP   1990-1999        0.004990        0.009543        0.006921        0.009180        0.016392        0.012046
FRATNP   2000-2009        0.004209        0.007842        0.005755        0.007738        0.013647        0.010106
FRATNP   2010-2019        0.003648        0.006495        0.004874        0.006657        0.011342        0.008578
FRATNP   2020-2023        0.003647        0.006339        0.004808        0.006660        0.011128        0.008519
GBR_NIR  1922-1929        0.019280        0.020364        0.019761        0.028688        0.030797        0.029594
GBR_NIR  1930-1939        0.017740        0.019224        0.018547        0.027114        0.029642        0.028408
GBR_NIR  1940-1949        0.014516        0.017024        0.015636        0.023052        0.026904        0.024718
GBR_NIR  1950-1959        0.011522        0.014970        0.013068        0.019968        0.025230        0.022271
GBR_NIR  1960-1969        0.010056        0.014533        0.011998        0.017746        0.024628        0.020639
GBR_NIR  1970-1979        0.009329        0.015011        0.011712        0.016493        0.025396        0.020043
GBR_NIR  1980-1989        0.007966        0.012975        0.010032        0.014267        0.022485        0.017448
GBR_NIR  1990-1999        0.006713        0.010776        0.008309        0.012250        0.019204        0.014814
GBR_NIR  2000-2009        0.005645        0.008477        0.006831        0.010417        0.015254        0.012322
GBR_NIR  2010-2019        0.004908        0.006869        0.005782        0.009052        0.012371        0.010459
GBR_NIR  2020-2022        0.004938        0.006908        0.005811        0.009106        0.012409        0.010520
GBR_NP   1922-1929        0.016369        0.020310        0.018077        0.025742        0.031731        0.028203
GBR_NP   1930-1939        0.014757        0.018942        0.016547        0.023805        0.030332        0.026455
GBR_NP   1940-1949        0.012534        0.017181        0.014498        0.020861        0.027925        0.023721
GBR_NP   1950-1959        0.010487        0.015658        0.012601        0.018558        0.026814        0.021780
GBR_NP   1960-1969        0.009307        0.014817        0.011533        0.016600        0.025405        0.019958
GBR_NP   1970-1979        0.008521        0.013965        0.010695        0.015233        0.024140        0.018556
GBR_NP   1980-1989        0.007452        0.012112        0.009327        0.013414        0.021299        0.016367
GBR_NP   1990-1999        0.006498        0.010165        0.007998        0.011861        0.018185        0.014283
GBR_NP   2000-2009        0.005478        0.008045        0.006569        0.010127        0.014524        0.011898
GBR_NP   2010-2019        0.004666        0.006565        0.005508        0.008655        0.011884        0.010036
GBR_NP   2020-2022        0.004784        0.006854        0.005714        0.008838        0.012309        0.010360
GBR_SCO  1855-1859        0.022952        0.026208        0.024380        0.030615        0.034947        0.032444
GBR_SCO  1860-1869        0.024309        0.027644        0.025762        0.032299        0.036838        0.034193
GBR_SCO  1870-1879        0.024682        0.028422        0.026297        0.033283        0.038296        0.035365
GBR_SCO  1880-1889        0.022918        0.026497        0.024345        0.031329        0.036385        0.033260
GBR_SCO  1890-1899        0.023402        0.027030        0.024946        0.032528        0.037696        0.034624
GBR_SCO  1900-1909        0.022141        0.025767        0.023758        0.031495        0.036818        0.033732
GBR_SCO  1910-1919        0.020414        0.024227        0.022124        0.029770        0.035399        0.032155
GBR_SCO  1920-1929        0.018242        0.021923        0.019895        0.027910        0.033644        0.030316
GBR_SCO  1930-1939        0.016329        0.020336        0.018035        0.025784        0.032021        0.028290
GBR_SCO  1940-1949        0.014600        0.019250        0.016685        0.023795        0.030576        0.026709
GBR_SCO  1950-1959        0.012092        0.017065        0.014155        0.021120        0.028779        0.024170
GBR_SCO  1960-1969        0.010534        0.016259        0.012885        0.018564        0.027483        0.022049
GBR_SCO  1970-1979        0.009489        0.015532        0.011843        0.016678        0.026411        0.020231
GBR_SCO  1980-1989        0.008444        0.013729        0.010510        0.014951        0.023705        0.018124
GBR_SCO  1990-1999        0.007431        0.011679        0.009140        0.013333        0.020413        0.015987
GBR_SCO  2000-2009        0.006374        0.009450        0.007688        0.011600        0.016595        0.013611
GBR_SCO  2010-2019        0.005541        0.007710        0.006503        0.010141        0.013661        0.011638
GBR_SCO  2020-2022        0.005701        0.007938        0.006725        0.010367        0.013915        0.011941
GBRCENW  1841-1849        0.026455        0.028885        0.027576        0.035169        0.038606        0.036700
GBRCENW  1850-1859        0.025674        0.028331        0.026858        0.034358        0.038085        0.035953
GBRCENW  1860-1869        0.025506        0.028737        0.026974        0.034292        0.038633        0.036194
GBRCENW  1870-1879        0.025270        0.029154        0.027044        0.034768        0.039852        0.037015
GBRCENW  1880-1889        0.023716        0.027541        0.025437        0.033169        0.038400        0.035443
GBRCENW  1890-1899        0.023649        0.027741        0.025429        0.033498        0.038969        0.035783
GBRCENW  1900-1909        0.020875        0.024926        0.022704        0.030286        0.035847        0.032702
GBRCENW  1910-1919        0.018899        0.023965        0.021112        0.028233        0.035315        0.031207
GBRCENW  1920-1929        0.016076        0.020136        0.017836        0.025249        0.031367        0.027763
GBRCENW  1930-1939        0.014481        0.018756        0.016307        0.023481        0.030153        0.026186
GBRCENW  1940-1949        0.012275        0.016945        0.014244        0.020526        0.027667        0.023408
GBRCENW  1950-1959        0.010290        0.015568        0.012423        0.018261        0.026720        0.021522
GBRCENW  1960-1969        0.009155        0.014676        0.011378        0.016372        0.025218        0.019728
GBRCENW  1970-1979        0.008400        0.013791        0.010555        0.015056        0.023900        0.018355
GBRCENW  1980-1989        0.007339        0.011935        0.009192        0.013240        0.021043        0.016168
GBRCENW  1990-1999        0.006399        0.010007        0.007878        0.011706        0.017954        0.014104
GBRCENW  2000-2009        0.005385        0.007898        0.006453        0.009975        0.014309        0.011722
GBRCENW  2010-2019        0.004575        0.006450        0.005405        0.008502        0.011708        0.009873
GBRCENW  2020-2022        0.004693        0.006750        0.005617        0.008687        0.012156        0.010208
GBRTENW  1841-1849        0.026455        0.028885        0.027576        0.035169        0.038606        0.036700
GBRTENW  1850-1859        0.025674        0.028331        0.026858        0.034358        0.038085        0.035953
GBRTENW  1860-1869        0.025506        0.028737        0.026974        0.034292        0.038633        0.036194
GBRTENW  1870-1879        0.025270        0.029154        0.027044        0.034768        0.039852        0.037015
GBRTENW  1880-1889        0.023716        0.027541        0.025437        0.033169        0.038400        0.035443
GBRTENW  1890-1899        0.023649        0.027741        0.025429        0.033498        0.038969        0.035783
GBRTENW  1900-1909        0.020875        0.024926        0.022704        0.030286        0.035847        0.032702
GBRTENW  1910-1919        0.018899        0.026536        0.022374        0.028233        0.037543        0.032302
GBRTENW  1920-1929        0.016076        0.020124        0.017830        0.025249        0.031357        0.027759
GBRTENW  1930-1939        0.014481        0.018754        0.016306        0.023481        0.030151        0.026185
GBRTENW  1940-1949        0.012266        0.017735        0.014658        0.020519        0.028347        0.023766
GBRTENW  1950-1959        0.010289        0.015568        0.012422        0.018259        0.026720        0.021521
GBRTENW  1960-1969        0.009155        0.014676        0.011378        0.016372        0.025218        0.019728
GBRTENW  1970-1979        0.008400        0.013791        0.010555        0.015056        0.023900        0.018355
GBRTENW  1980-1989        0.007339        0.011935        0.009192        0.013240        0.021043        0.016168
GBRTENW  1990-1999        0.006399        0.010007        0.007878        0.011706        0.017954        0.014104
GBRTENW  2000-2009        0.005385        0.007898        0.006453        0.009975        0.014309        0.011722
GBRTENW  2010-2019        0.004575        0.006450        0.005405        0.008502        0.011708        0.009873
GBRTENW  2020-2022        0.004693        0.006750        0.005617        0.008687        0.012156        0.010208
GRC      1981-1989        0.006667        0.009599        0.008006        0.012525        0.016853        0.014456
GRC      1990-1999        0.005869        0.008937        0.007262        0.011219        0.015807        0.013250
GRC      2000-2009        0.004966        0.007955        0.006323        0.009606        0.014094        0.011590
GRC      2010-2019        0.004295        0.006858        0.005464        0.008287        0.012016        0.009968
HKG      1986-1989        0.005953        0.010199        0.007575        0.010916        0.018054        0.013419
HKG      1990-1999        0.004962        0.008235        0.006431        0.009139        0.014683        0.011441
HKG      2000-2009        0.003817        0.006670        0.005098        0.007181        0.012109        0.009296
HKG      2010-2019        0.003072        0.005381        0.004127        0.005726        0.009771        0.007527
HKG      2020-2023        0.002838        0.004993        0.003824        0.005255        0.008991        0.006946
HRV      2001-2009        0.006957        0.011809        0.009011        0.013258        0.020546        0.016163
HRV      2010-2019        0.005939        0.009834        0.007641        0.011379        0.017414        0.013869
HUN      1950-1959        0.013335        0.016589        0.014813        0.022873        0.027418        0.024885
HUN      1960-1969        0.011346        0.015071        0.013048        0.020199        0.025761        0.022657
HUN      1970-1979        0.010662        0.015716        0.012873        0.019089        0.026630        0.022250
HUN      1980-1989        0.010349        0.017109        0.013245        0.018450        0.028252        0.022449
HUN      1990-1999        0.009345        0.016740        0.012480        0.016622        0.027037        0.020821
HUN      2000-2009        0.007831        0.014074        0.010443        0.014069        0.023138        0.017654
HUN      2010-2019        0.006697        0.011554        0.008705        0.012223        0.019463        0.015069
IRL      1950-1959        0.012328        0.015248        0.013717        0.020943        0.025593        0.023110
IRL      1960-1969        0.010488        0.014150        0.012233        0.018463        0.024286        0.021159
IRL      1970-1979        0.009574        0.014107        0.011654        0.017126        0.024352        0.020332
IRL      1980-1989        0.008218        0.013016        0.010333        0.014958        0.022911        0.018314
IRL      1990-1999        0.007072        0.011251        0.008882        0.013115        0.020263        0.016058
IRL      2000-2009        0.005569        0.008586        0.006863        0.010434        0.015690        0.012567
IRL      2010-2019        0.004518        0.006683        0.005456        0.008512        0.012258        0.010073
IRL      2020-2022        0.004245        0.006129        0.005080        0.008011        0.011283        0.009426
ISL      1838-1839        0.034769        0.040707        0.037597        0.044612        0.050452        0.047545
ISL      1840-1849        0.032586        0.037860        0.034724        0.042086        0.048100        0.044310
ISL      1850-1859        0.024423        0.031439        0.027519        0.030717        0.039436        0.034411
ISL      1860-1869        0.036532        0.046615        0.040978        0.047693        0.059371        0.052681
ISL      1870-1879        0.026506        0.033147        0.029724        0.034573        0.041864        0.038145
ISL      1880-1889        0.026032        0.031559        0.028476        0.034046        0.040415        0.036754
ISL      1890-1899        0.021690        0.028534        0.024323        0.030996        0.039616        0.034099
ISL      1900-1909        0.018532        0.024248        0.021161        0.026246        0.034266        0.029771
ISL      1910-1919        0.016419        0.021012        0.018421        0.024511        0.030677        0.027018
ISL      1920-1929        0.015554        0.019369        0.017406        0.023584        0.028956        0.026085
ISL      1930-1939        0.012839        0.016308        0.014351        0.019819        0.025118        0.021977
ISL      1940-1949        0.010957        0.013833        0.012167        0.017991        0.022156        0.019638
ISL      1950-1959        0.008542        0.011392        0.009788        0.015054        0.019363        0.016852
ISL      1960-1969        0.008163        0.011388        0.009594        0.014865        0.019461        0.016818
ISL      1970-1979        0.006760        0.010533        0.008442        0.012146        0.017830        0.014595
ISL      1980-1989        0.005936        0.009589        0.007451        0.010873        0.016672        0.013209
ISL      1990-1999        0.005546        0.008057        0.006709        0.010305        0.014562        0.012209
ISL      2000-2009        0.004681        0.006681        0.005552        0.008875        0.012396        0.010356
ISL      2010-2019        0.004216        0.005739        0.004911        0.008077        0.010805        0.009272
ISL      2020-2023        0.004187        0.005599        0.004849        0.007952        0.010326        0.009035
ISR      1983-1989        0.007411        0.009658        0.008462        0.013379        0.016680        0.014910
ISR      1990-1999        0.006193        0.008399        0.007191        0.011358        0.014794        0.012881
ISR      2000-2009        0.005030        0.006991        0.005914        0.009449        0.012469        0.010773
