Life expectancy at birth (period, 1x10) 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName    Year       Female    Male     Total
DNK      1960-1969     74.83    70.47    72.62
DNK      1970-1979     76.79    71.10    73.90
DNK      1980-1989     77.57    71.62    74.57
DNK      1990-1999     78.20    73.00    75.61
DNK      2000-2009     80.10    75.57    77.86
DNK      2010-2019     82.53    78.53    80.55
DNK      2020-2024     83.50    79.70    81.60
ESP      1908-1909     42.27    40.26    41.25
ESP      1910-1919     41.88    39.98    40.91
ESP      1920-1929     47.38    44.58    45.96
ESP      1930-1939     52.98    47.04    49.92
ESP      1940-1949     58.76    52.53    55.62
ESP      1950-1959     68.12    63.48    65.86
ESP      1960-1969     73.10    67.83    70.52
ESP      1970-1979     76.24    70.43    73.38
ESP      1980-1989     79.61    73.13    76.41
ESP      1990-1999     81.68    74.50    78.09
ESP      2000-2009     83.71    77.16    80.45
ESP      2010-2019     85.49    79.87    82.72
ESP      2020-2023     85.70    80.24    83.00
EST      1960-1969     73.91    65.69    70.24
EST      1970-1979     74.60    65.07    70.14
EST      1980-1989     74.68    65.11    70.12
EST      1990-1999     74.89    63.54    69.20
EST      2000-2009     78.03    67.07    72.62
EST      2010-2019     81.67    72.66    77.39
FIN      1878-1879     43.08    40.99    42.05
FIN      1880-1889     43.52    40.75    42.12
FIN      1890-1899     46.38    43.57    44.96
FIN      1900-1909     47.41    44.49    45.94
FIN      1910-1919     49.06    42.95    45.89
FIN      1920-1929     54.28    49.43    51.84
FIN      1930-1939     58.70    53.09    55.87
FIN      1940-1949     62.40    48.34    54.90
FIN      1950-1959     70.28    63.63    67.05
FIN      1960-1969     72.93    65.59    69.33
FIN      1970-1979     75.96    67.30    71.68
FIN      1980-1989     78.53    70.28    74.51
FIN      1990-1999     80.04    72.54    76.37
FIN      2000-2009     82.23    75.42    78.88
FIN      2010-2019     83.92    78.13    81.06
FIN      2020-2024     84.37    79.09    81.73
FRACNP   1816-1819     39.58    38.05    38.80
FRACNP   1820-1829     39.62    38.31    38.94
FRACNP   1830-1839     39.70    38.30    38.98
FRACNP   1840-1849     41.22    39.73    40.47
FRACNP   1850-1859     40.47    38.87    39.65
FRACNP   1860-1869     42.33    40.94    41.62
FRACNP   1870-1879     42.38    39.62    40.95
FRACNP   1880-1889     44.86    42.34    43.56
FRACNP   1890-1899     46.77    43.67    45.17
FRACNP   1900-1909     49.87    46.22    48.00
FRACNP   1910-1919     51.52    45.89    48.87
FRACNP   1920-1929     56.44    52.19    54.30
FRACNP   1930-1939     60.88    55.34    58.10
FRACNP   1940-1949     63.22    56.59    59.94
FRACNP   1950-1959     71.16    64.98    68.13
FRACNP   1960-1969     74.59    67.40    71.01
FRACNP   1970-1979     76.90    69.03    72.93
FRACNP   1980-1989     79.45    71.26    75.33
FRACNP   1990-1999     81.81    73.77    77.80
FRACNP   2000-2009     83.68    76.55    80.18
FRACNP   2010-2019     85.19    78.98    82.16
FRACNP   2020-2023     85.30    79.45    82.42
FRATNP   1816-1819     39.58    38.05    38.80
FRATNP   1820-1829     39.62    38.31    38.94
FRATNP   1830-1839     39.70    38.30    38.98
FRATNP   1840-1849     41.22    39.73    40.47
FRATNP   1850-1859     40.47    38.87    39.65
FRATNP   1860-1869     42.33    40.94    41.62
FRATNP   1870-1879     42.38    39.62    40.95
FRATNP   1880-1889     44.86    42.34    43.56
FRATNP   1890-1899     46.77    43.67    45.17
FRATNP   1900-1909     49.87    46.22    48.00
FRATNP   1910-1919     51.52    37.94    44.10
FRATNP   1920-1929     56.44    52.21    54.31
FRATNP   1930-1939     60.88    55.34    58.10
FRATNP   1940-1949     62.00    53.39    57.57
FRATNP   1950-1959     71.16    64.98    68.13
FRATNP   1960-1969     74.59    67.40    71.01
FRATNP   1970-1979     76.90    69.03    72.93
FRATNP   1980-1989     79.45    71.26    75.33
FRATNP   1990-1999     81.81    73.77    77.80
FRATNP   2000-2009     83.68    76.55    80.18
FRATNP   2010-2019     85.19    78.98    82.16
FRATNP   2020-2023     85.30    79.45    82.42
GBR_NIR  1922-1929     55.80    54.97    55.36
GBR_NIR  1930-1939     59.05    57.45    58.24
GBR_NIR  1940-1949     63.73    61.09    62.41
GBR_NIR  1950-1959     70.71    66.81    68.78
GBR_NIR  1960-1969     73.14    67.98    70.57
GBR_NIR  1970-1979     74.21    67.65    70.90
GBR_NIR  1980-1989     76.55    70.31    73.46
GBR_NIR  1990-1999     78.76    73.27    76.10
GBR_NIR  2000-2009     80.78    75.93    78.44
GBR_NIR  2010-2019     82.31    78.33    80.37
GBR_NIR  2020-2022     82.28    78.44    80.37
GBR_NP   1922-1929     60.51    56.63    58.58
GBR_NP   1930-1939     63.57    59.47    61.53
GBR_NP   1940-1949     67.55    62.39    65.06
GBR_NP   1950-1959     72.51    67.16    69.89
GBR_NP   1960-1969     74.33    68.24    71.34
GBR_NP   1970-1979     75.57    69.36    72.51
GBR_NP   1980-1989     77.43    71.58    74.56
GBR_NP   1990-1999     79.17    73.91    76.60
GBR_NP   2000-2009     81.07    76.65    78.92
GBR_NP   2010-2019     82.80    79.03    80.95
GBR_NP   2020-2022     82.59    78.60    80.60
GBR_SCO  1855-1859     45.03    41.95    43.54
GBR_SCO  1860-1869     43.44    40.79    42.14
GBR_SCO  1870-1879     43.97    41.20    42.61
GBR_SCO  1880-1889     46.80    44.35    45.60
GBR_SCO  1890-1899     47.40    44.79    46.12
GBR_SCO  1900-1909     50.21    47.30    48.76
GBR_SCO  1910-1919     52.72    49.45    51.09
GBR_SCO  1920-1929     57.56    54.03    55.80
GBR_SCO  1930-1939     60.83    57.00    58.92
GBR_SCO  1940-1949     64.65    59.05    61.96
GBR_SCO  1950-1959     70.36    65.41    67.94
GBR_SCO  1960-1969     72.62    66.58    69.66
GBR_SCO  1970-1979     74.10    67.76    70.99
GBR_SCO  1980-1989     75.91    69.85    72.96
GBR_SCO  1990-1999     77.61    71.96    74.86
GBR_SCO  2000-2009     79.39    74.34    76.93
GBR_SCO  2010-2019     81.00    76.93    79.01
GBR_SCO  2020-2022     80.71    76.54    78.64
GBRCENW  1841-1849     41.34    39.39    40.35
GBRCENW  1850-1859     42.17    40.13    41.13
GBRCENW  1860-1869     42.81    40.23    41.50
GBRCENW  1870-1879     44.49    41.23    42.84
GBRCENW  1880-1889     47.02    43.87    45.43
GBRCENW  1890-1899     47.81    44.38    46.08
GBRCENW  1900-1909     51.88    48.10    49.98
GBRCENW  1910-1919     55.18    50.04    52.69
GBRCENW  1920-1929     60.69    56.61    58.66
GBRCENW  1930-1939     64.09    59.88    62.01
GBRCENW  1940-1949     68.06    62.89    65.56
GBRCENW  1950-1959     72.83    67.38    70.16
GBRCENW  1960-1969     74.56    68.43    71.55
GBRCENW  1970-1979     75.78    69.59    72.72
GBRCENW  1980-1989     77.62    71.80    74.76
GBRCENW  1990-1999     79.35    74.13    76.80
GBRCENW  2000-2009     81.26    76.91    79.14
GBRCENW  2010-2019     83.00    79.26    81.17
GBRCENW  2020-2022     82.79    78.80    80.80
GBRTENW  1841-1849     41.34    39.39    40.35
GBRTENW  1850-1859     42.17    40.13    41.13
GBRTENW  1860-1869     42.81    40.23    41.50
GBRTENW  1870-1879     44.49    41.23    42.84
GBRTENW  1880-1889     47.02    43.87    45.43
GBRTENW  1890-1899     47.81    44.38    46.08
GBRTENW  1900-1909     51.88    48.10    49.98
GBRTENW  1910-1919     55.18    45.10    49.97
GBRTENW  1920-1929     60.69    56.64    58.68
GBRTENW  1930-1939     64.09    59.89    62.01
GBRTENW  1940-1949     68.09    60.73    64.35
GBRTENW  1950-1959     72.82    67.38    70.16
GBRTENW  1960-1969     74.56    68.43    71.55
GBRTENW  1970-1979     75.78    69.59    72.72
GBRTENW  1980-1989     77.62    71.80    74.76
GBRTENW  1990-1999     79.35    74.13    76.80
GBRTENW  2000-2009     81.26    76.91    79.14
GBRTENW  2010-2019     83.00    79.26    81.17
GBRTENW  2020-2022     82.79    78.80    80.80
GRC      1981-1989     78.61    73.74    76.18
GRC      1990-1999     80.33    75.01    77.65
GRC      2000-2009     82.20    76.58    79.37
GRC      2010-2019     83.69    78.43    81.06
HKG      1986-1989     79.89    74.14    77.02
HKG      1990-1999     81.94    76.14    79.00
HKG      2000-2009     84.56    78.75    81.61
HKG      2010-2019     86.73    81.12    83.91
HKG      2020-2023     87.54    81.92    84.73
HRV      2001-2009     78.86    71.79    75.36
HRV      2010-2019     80.73    74.42    77.61
HUN      1950-1959     67.27    62.95    65.14
HUN      1960-1969     71.44    66.61    69.06
HUN      1970-1979     72.59    66.43    69.51
HUN      1980-1989     73.23    65.33    69.21
HUN      1990-1999     74.60    65.56    69.99
HUN      2000-2009     77.11    68.76    72.97
HUN      2010-2019     79.06    72.07    75.66
IRL      1950-1959     69.34    66.30    67.75
IRL      1960-1969     72.58    68.42    70.40
IRL      1970-1979     74.25    69.06    71.53
IRL      1980-1989     76.53    70.85    73.57
IRL      1990-1999     78.44    72.87    75.60
IRL      2000-2009     80.94    76.01    78.48
IRL      2010-2019     83.18    78.98    81.09
IRL      2020-2022     83.76    79.97    81.86
ISL      1838-1839     31.95    28.57    30.26
ISL      1840-1849     35.82    31.65    33.70
ISL      1850-1859     40.79    35.40    38.05
ISL      1860-1869     32.72    27.55    30.05
ISL      1870-1879     40.58    34.55    37.53
ISL      1880-1889     40.83    35.97    38.40
ISL      1890-1899     50.54    45.20    47.89
ISL      1900-1909     52.78    47.54    50.19
ISL      1910-1919     57.79    52.33    55.08
ISL      1920-1929     59.98    55.26    57.65
ISL      1930-1939     64.83    60.34    62.61
ISL      1940-1949     69.39    65.17    67.28
ISL      1950-1959     74.83    70.43    72.61
ISL      1960-1969     76.25    71.09    73.59
ISL      1970-1979     78.21    72.30    75.14
ISL      1980-1989     80.04    74.46    77.18
ISL      1990-1999     81.02    76.49    78.74
ISL      2000-2009     82.79    79.09    80.95
ISL      2010-2019     83.94    80.66    82.30
ISL      2020-2023     84.05    80.96    82.48
ISR      1983-1989     77.40    73.74    75.58
ISR      1990-1999     79.64    75.73    77.73
ISR      2000-2009     82.08    78.07    80.14
ISR      2010-2016     83.83    80.13    82.04
ITA      1872-1879     33.22    32.66    32.93
ITA      1880-1889     35.94    35.79    35.85
ITA      1890-1899     40.70    40.46    40.57
ITA      1900-1909     44.14    43.59    43.85
ITA      1910-1919     44.93    38.68    41.73
ITA      1920-1929     51.66    50.09    50.86
ITA      1930-1939     57.26    54.71    55.98
ITA      1940-1949     60.05    53.43    56.68
ITA      1950-1959     69.34    65.22    67.30
ITA      1960-1969     72.97    67.42    70.20
ITA      1970-1979     75.89    69.58    72.74
ITA      1980-1989     78.75    72.16    75.49
ITA      1990-1999     81.19    74.74    78.03
ITA      2000-2009     83.50    77.94    80.83
ITA      2010-2019     84.90    80.33    82.71
ITA      2020-2022     84.64    80.22    82.47
JPN      1947-1949     57.29    53.62    55.45
JPN      1950-1959     66.06    62.11    64.07
JPN      1960-1969     72.70    67.58    70.11
JPN      1970-1979     76.80    71.51    74.19
JPN      1980-1989     80.44    74.78    77.69
JPN      1990-1999     83.00    76.63    79.90
JPN      2000-2009     85.49    78.63    82.14
JPN      2010-2019     86.81    80.48    83.71
JPN      2020-2023     87.40    81.30    84.38
KOR      2003-2009     82.10    75.36    78.86
KOR      2010-2019     85.06    78.76    82.04
KOR      2020-2023     86.21    80.42    83.40
LTU      1960-1969     74.32    67.36    71.06
LTU      1970-1979     75.62    66.57    71.25
LTU      1980-1989     75.95    66.40    71.31
LTU      1990-1999     75.81    64.69    70.25
LTU      2000-2009     77.57    65.93    71.73
LTU      2010-2019     79.81    69.39    74.70
LTU      2020-2024     80.45    71.39    76.01
LUX      1960-1969     72.65    66.22    69.34
LUX      1970-1979     74.36    67.27    70.74
LUX      1980-1989     76.98    70.05    73.55
LUX      1990-1999     79.38    72.98    76.25
LUX      2000-2009     81.71    76.18    79.01
LUX      2010-2019     83.95    79.27    81.64
LUX      2020-2023     84.70    80.54    82.61
LVA      1960-1969     74.17    66.30    70.62
LVA      1970-1979     74.35    64.64    69.75
LVA      1980-1989     74.66    64.83    69.96
LVA      1990-1999     73.99    62.22    68.09
LVA      2000-2009     76.24    65.32    70.85
LVA      2010-2019     79.08    69.37    74.40
NLD      1850-1859     37.72    35.91    36.81
NLD      1860-1869     38.46    36.58    37.50
NLD      1870-1879     40.32    37.97    39.12
NLD      1880-1889     44.34    41.64    42.96
NLD      1890-1899     48.31    45.49    46.87
NLD      1900-1909     52.99    50.36    51.65
NLD      1910-1919     56.02    53.98    54.98
NLD      1920-1929     62.44    60.93    61.66
NLD      1930-1939     66.97    65.52    66.23
NLD      1940-1949     67.61    63.44    65.47
NLD      1950-1959     73.85    70.89    72.36
NLD      1960-1969     76.04    71.12    73.54
NLD      1970-1979     77.66    71.51    74.54
NLD      1980-1989     79.65    73.08    76.38
NLD      1990-1999     80.31    74.58    77.51
NLD      2000-2009     81.50    77.03    79.35
NLD      2010-2019     83.12    79.70    81.47
NLD      2020-2022     83.06    79.83    81.46
NOR      1846-1849     48.05    44.88    46.45
NOR      1850-1859     51.56    48.42    50.00
NOR      1860-1869     49.51    46.64    48.08
NOR      1870-1879     51.20    48.20    49.70
NOR      1880-1889     51.62    49.12    50.38
NOR      1890-1899     53.36    49.79    51.59
NOR      1900-1909     57.17    54.30    55.76
NOR      1910-1919     58.50    55.19    56.87
NOR      1920-1929     63.24    60.59    61.94
NOR      1930-1939     67.19    64.12    65.67
NOR      1940-1949     70.30    65.73    67.99
NOR      1950-1959     74.98    71.12    73.04
NOR      1960-1969     76.33    71.12    73.67
NOR      1970-1979     78.03    71.70    74.79
NOR      1980-1989     79.54    72.80    76.10
NOR      1990-1999     80.63    74.75    77.69
NOR      2000-2009     82.24    77.41    79.87
NOR      2010-2019     83.95    80.13    82.07
NOR      2020-2023     84.65    81.34    83.00
NZL_MA   1948-1949     51.64    52.06    51.84
NZL_MA   1950-1959     58.58    56.57    57.53
NZL_MA   1960-1969     64.04    60.95    62.38
NZL_MA   1970-1979     66.97    62.52    64.59
NZL_MA   1980-1989     71.47    66.70    68.98
NZL_MA   1990-1999     73.07    68.14    70.57
NZL_MA   2000-2008     74.88    70.53    72.73
NZL_NM   1901-1909     61.29    58.66    59.80
NZL_NM   1910-1919     63.13    59.60    61.21
NZL_NM   1920-1929     65.81    63.10    64.36
NZL_NM   1930-1939     68.44    65.51    66.90
NZL_NM   1940-1949     70.45    66.80    68.56
NZL_NM   1950-1959     73.57    68.79    71.10
NZL_NM   1960-1969     74.85    68.92    71.78
NZL_NM   1970-1979     75.90    69.42    72.57
NZL_NM   1980-1989     77.44    71.25    74.30
NZL_NM   1990-1999     80.09    74.63    77.39
NZL_NM   2000-2008     82.41    78.14    80.32
NZL_NP   1948-1949     70.78    67.12    68.88
NZL_NP   1950-1959     72.62    67.90    70.17
NZL_NP   1960-1969     74.26    68.37    71.21
NZL_NP   1970-1979     75.43    69.00    72.12
NZL_NP   1980-1989     77.12    70.98    74.01
NZL_NP   1990-1999     79.56    74.06    76.83
NZL_NP   2000-2009     81.71    77.37    79.59
NZL_NP   2010-2019     83.28    79.70    81.52
NZL_NP   2020-2021     84.24    80.70    82.48
POL      1958-1959     68.47    62.80    65.73
POL      1960-1969     71.90    65.74    68.91
POL      1970-1979     74.03    66.55    70.33
POL      1980-1989     74.84    66.51    70.65
POL      1990-1999     76.21    67.38    71.74
POL      2000-2009     79.15    70.70    74.93
POL      2010-2019     81.16    73.23    77.22
POL      2020-2023     80.81    73.00    76.88
PRT      1940-1949     55.28    50.41    52.90
PRT      1950-1959     63.67    58.34    61.08
PRT      1960-1969     68.22    62.15    65.24
PRT      1970-1979     72.51    65.75    69.17
PRT      1980-1989     76.62    69.58    73.13
PRT      1990-1999     78.96    71.68    75.33
PRT      2000-2009     81.71    74.91    78.35
PRT      2010-2019     84.12    77.98    81.14
PRT      2020-2023     84.48    78.75    81.68
RUS      1960-1969     73.01    63.88    69.10
RUS      1970-1979     73.39    62.53    68.43
RUS      1980-1989     73.67    63.02    68.63
RUS      1990-1999     72.73    60.37    66.41
RUS      2000-2009     72.92    59.90    66.16
RUS      2010-2014     75.80    64.37    70.10
SVK      1950-1959     68.03    64.03    66.05
SVK      1960-1969     73.11    67.89    70.49
SVK      1970-1979     73.83    66.84    70.25
SVK      1980-1989     74.85    66.85    70.74
SVK      1990-1999     76.24    67.90    72.03
SVK      2000-2009     78.11    70.18    74.17
SVK      2010-2019     80.19    73.15    76.72
SVN      1983-1989     76.04    67.98    72.08
SVN      1990-1999     78.23    70.37    74.38
SVN      2000-2009     81.04    73.72    77.45
SVN      2010-2019     83.43    77.53    80.53
SWE      1751-1759     37.85    34.87    36.38
SWE      1760-1769     37.22    34.27    35.76
SWE      1770-1779     34.46    32.06    33.26
SWE      1780-1789     37.69    34.28    35.98
SWE      1790-1799     40.25    37.30    38.77
SWE      1800-1809     37.32    34.24    35.77
SWE      1810-1819     39.25    35.78    37.51
SWE      1820-1829     43.59    39.36    41.46
SWE      1830-1839     43.40    39.12    41.24
SWE      1840-1849     45.81    41.43    43.61
SWE      1850-1859     43.94    39.87    41.88
SWE      1860-1869     46.71    43.08    44.89
SWE      1870-1879     48.39    44.98    46.68
SWE      1880-1889     51.21    48.27    49.75
SWE      1890-1899     53.47    50.81    52.15
SWE      1900-1909     56.47    54.00    55.25
SWE      1910-1919     58.26    55.51    56.89
SWE      1920-1929     62.79    60.55    61.67
SWE      1930-1939     65.70    63.39    64.54
SWE      1940-1949     70.15    67.52    68.83
SWE      1950-1959     73.86    70.75    72.29
SWE      1960-1969     75.95    71.63    73.75
SWE      1970-1979     77.97    72.22    75.02
SWE      1980-1989     79.74    73.76    76.70
SWE      1990-1999     81.23    75.99    78.62
SWE      2000-2009     82.62    78.34    80.52
SWE      2010-2019     83.96    80.36    82.18
SWE      2020-2024     84.82    81.41    83.12
TWN      1970-1979     73.08    68.19    70.39
TWN      1980-1989     75.55    70.57    72.81
TWN      1990-1999     77.79    72.20    74.74
TWN      2000-2009     80.62    74.57    77.39
TWN      2010-2019     82.97    76.67    79.71
TWN      2020-2023     83.65    77.28    80.40
UKR      1960-1969     74.40    67.49    71.42
UKR      1970-1979     74.39    65.84    70.55
UKR      1980-1989     74.51    65.50    70.31
UKR      1990-1999     73.53    62.97    68.27
UKR      2000-2009     73.75    62.26    67.91
UKR      2010-2013     75.80    65.87    70.92
USA      1933-1939     63.42    59.34    61.26
USA      1940-1949     68.19    63.10    65.53
USA      1950-1959     72.35    66.19    69.13
USA      1960-1969     73.87    66.76    70.19
USA      1970-1979     76.12    68.45    72.24
USA      1980-1989     78.14    70.97    74.59
USA      1990-1999     79.15    72.78    76.02
USA      2000-2009     80.08    74.97    77.58
USA      2010-2019     81.22    76.35    78.80
USA      2020-2023     80.20    74.72    77.41
