Life expectancy at birth (cohort, 1x10) 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName    Year       Female    Male     Total
NLD      1860-1869     43.54    41.21    42.34
NLD      1870-1879     46.59    44.02    45.28
NLD      1880-1889     50.50    47.50    48.97
NLD      1890-1899     56.05    51.39    53.69
NLD      1900-1909     61.73    55.31    58.50
NLD      1910-1919     66.90    59.30    63.05
NLD      1920-1929     73.10    65.26    69.12
NLD      1930-1931     76.00    69.27    72.56
NOR      1846-1849     51.80    48.81    50.31
NOR      1850-1859     52.23    49.44    50.85
NOR      1860-1869     52.14    48.82    50.52
NOR      1870-1879     53.47    50.19    51.85
NOR      1880-1889     55.32    51.87    53.62
NOR      1890-1899     59.85    54.77    57.29
NOR      1900-1909     65.37    59.31    62.32
NOR      1910-1919     70.34    62.95    66.55
NOR      1920-1929     74.99    67.35    71.06
NOR      1930-1932     77.34    70.11    73.62
SWE      1751-1759     36.53    33.56    35.04
SWE      1760-1769     35.74    32.49    34.12
SWE      1770-1779     36.79    33.44    35.12
SWE      1780-1789     38.58    34.97    36.79
SWE      1790-1799     39.83    35.77    37.78
SWE      1800-1809     40.40    36.06    38.20
SWE      1810-1819     43.78    39.65    41.69
SWE      1820-1829     46.83    42.96    44.88
SWE      1830-1839     47.99    43.99    45.97
SWE      1840-1849     48.54    44.82    46.67
SWE      1850-1859     48.29    45.08    46.67
SWE      1860-1869     49.71    46.99    48.35
SWE      1870-1879     50.86    48.44    49.64
SWE      1880-1889     54.71    51.74    53.22
SWE      1890-1899     59.00    54.81    56.89
SWE      1900-1909     64.82    59.70    62.22
SWE      1910-1919     69.65    63.61    66.56
SWE      1920-1929     74.44    67.67    70.98
SWE      1930-1933     76.99    70.47    73.67
